ano;idade;sexo;estado;raca;grau;emprego;saude;seguro;salario,
2005;25;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;94,7271475
2004;29;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;86,69515483
2005;28;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;141,7751723
2005;46;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;66,96164432
2007;55;Masculino;Casado;Negra;Grau avancado;Servicos;Muito Bom;Sim;118,8843593
2004;56;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;105,7676396
2005;41;Masculino;Divorciado;Negra;12 ano;Servicos;Menos de Bom;Sim;118,8843593
2009;61;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;176,9896505
2003;47;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;65,11085372
2006;52;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;85,38394038
2004;27;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;72,15045568
2007;33;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;89,24288466
2003;58;Masculino;Solteiro;Branca;12 ano;Servicos;Menos de Bom;Sim;65,11085372
2005;27;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;145,8051634
2009;52;Masculino;Separado;Negra;12 ano;Industrial;Muito Bom;Sim;87,98103279
2003;45;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Nao;41,9980363
2003;22;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Sim;68,3956538
2005;25;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;81,28325328
2004;25;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;73,77574327
2005;41;Masculino;Casado;Negra;Ate 12 ano;Industrial;Muito Bom;Sim;130,9821774
2006;54;Masculino;Separado;Branca;Licenciatura;Industrial;Muito Bom;Sim;148,4131591
2007;23;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;81,22674631
2006;36;Masculino;Solteiro;Branca;Grau avancado;Industrial;Muito Bom;Sim;63,188861
2004;31;Masculino;Separado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;94,7271475
2006;52;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;92,65813017
2007;46;Masculino;Casado;Negra;12 ano;Servicos;Menos de Bom;Nao;76,89360252
2007;45;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;118,8843593
2009;40;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;79,85490031
2004;33;Masculino;Solteiro;Asiatica;Licenciatura;Servicos;Muito Bom;Sim;86,69515483
2007;42;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;133,9715001
2007;41;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;125,5254984
2007;25;Masculino;Solteiro;Outra;12 ano;Industrial;Muito Bom;Sim;92,89584479
2005;24;Masculino;Divorciado;Branca;12 ano;Industrial;Muito Bom;Sim;72,15045568
2006;24;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;118,8843593
2008;51;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Nao;70,47601965
2004;41;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;127,1157438
2009;42;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;114,4757133
2005;30;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Sim;87,98103279
2009;55;Masculino;Casado;Asiatica;Ate 12 ano;Industrial;Muito Bom;Nao;54,59815003
2008;23;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;84,4595765
2003;60;Masculino;Divorciado;Branca;Licenciatura;Servicos;Muito Bom;Nao;85,38394038
2003;40;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;141,7751723
2008;41;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Sim;110,7826503
2003;80;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;79,85490031
2005;53;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;97,49329405
2004;40;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;171,7651326
2009;35;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;137,4812478
2009;55;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;75,35567932
2008;24;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Sim;73,77574327
2007;39;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;148,4131591
2003;30;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;95,23071257
2005;68;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;87,98103279
2004;54;Masculino;Casado;Negra;12 ano;Servicos;Menos de Bom;Sim;109,8339856
2008;27;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Nao;81,28325328
2005;34;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;118,8843593
2004;53;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;127,1157438
2004;48;Masculino;Casado;Negra;Grau avancado;Servicos;Muito Bom;Nao;85,38394038
2005;59;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;81,28325328
2004;30;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;118,8843593
2007;45;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;163,515864
2007;39;Masculino;Casado;Outra;Licenciatura;Servicos;Menos de Bom;Sim;104,9215065
2008;45;Masculino;Casado;Asiatica;Licenciatura;Industrial;Menos de Bom;Nao;99,6894637
2007;43;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;281,7459706
2003;30;Masculino;Solteiro;Negra;Grau avancado;Servicos;Muito Bom;Sim;138,2991269
2005;57;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;176,9896505
2004;53;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Sim;136,8763676
2009;42;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;186,8766776
2005;23;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Nao;90,48191336
2009;58;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;85,38394038
2005;43;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;145,1436012
2003;33;Masculino;Divorciado;Branca;Grau avancado;Servicos;Muito Bom;Sim;120,5894365
2004;56;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;101,8243521
2006;37;Masculino;Casado;Negra;Licenciatura;Industrial;Muito Bom;Nao;108,8745258
2009;41;Masculino;Divorciado;Branca;Grau avancado;Industrial;Muito Bom;Nao;38,60591452
2007;33;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;92,89584479
2007;50;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Sim;126,3238807
2003;43;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;191,5736835
2004;53;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;155,9005061
2005;37;Masculino;Viuvo;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;87,98103279
2006;20;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;59,9706408
2003;26;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;73,77574327
2003;29;Masculino;Divorciado;Branca;Licenciatura;Servicos;Muito Bom;Nao;90,48191336
2008;57;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;118,8843593
2009;47;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;151,5914842
2004;54;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Nao;272,2947832
2007;38;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;97,49329405
2006;23;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;68,11199407
2004;31;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;127,1157438
2004;43;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;272,2947832
2003;33;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Nao;111,7208494
2004;48;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;127,1157438
2008;33;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;87,98103279
2009;52;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;114,4757133
2008;30;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;69,79153085
2004;44;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;94,7271475
2004;38;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;127,273347
2008;51;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;160,6424754
2007;47;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;171,7651326
2005;28;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Sim;141,7751723
2004;52;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;115,3750386
2004;23;Masculino;Solteiro;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;72,15045568
2003;65;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;73,77574327
2005;27;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Sim;127,1157438
2004;33;Masculino;Casado;Branca;Ate 12 ano;Servicos;Muito Bom;Nao;20,93437794
2008;49;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;79,85490031
2008;27;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;102,8702469
2008;48;Masculino;Divorciado;Branca;12 ano;Industrial;Menos de Bom;Sim;115,3750386
2005;38;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;97,49329405
2008;58;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;104,9215065
2003;40;Masculino;Casado;Asiatica;Grau avancado;Industrial;Muito Bom;Nao;115,3750386
2007;46;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;93,48669204
2009;53;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;123,896998
2009;25;Masculino;Solteiro;Negra;Grau avancado;Servicos;Muito Bom;Sim;118,8843593
2003;42;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;96,37065283
2004;40;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;84,4595765
2006;35;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;127,1157438
2005;50;Masculino;Separado;Branca;12 ano;Servicos;Menos de Bom;Nao;95,23071257
2004;34;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;81,28325328
2009;48;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;102,8702469
2004;49;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;111,7208494
2009;41;Masculino;Casado;Asiatica;Licenciatura;Servicos;Muito Bom;Nao;94,7271475
2004;37;Masculino;Casado;Asiatica;Licenciatura;Servicos;Muito Bom;Sim;127,1157438
2003;58;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;104,9215065
2006;28;Masculino;Solteiro;Negra;12 ano;Industrial;Menos de Bom;Nao;68,11199407
2003;33;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;128,6804882
2003;50;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;143,9273594
2009;38;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;103,9024706
2003;48;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;91,69922611
2008;30;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;95,23071257
2006;49;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;138,2991269
2005;44;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;118,5567764
2009;50;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;94,7271475
2009;58;Masculino;Casado;Asiatica;Licenciatura;Servicos;Menos de Bom;Sim;114,4757133
2004;45;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;150,132863
2005;44;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;97,49329405
2005;35;Masculino;Divorciado;Branca;Licenciatura;Servicos;Menos de Bom;Nao;90,48191336
2005;59;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Nao;81,28325328
2009;45;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Nao;130,9821774
2004;51;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Sim;150,9627835
2006;61;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;130,9821774
2008;45;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;145,1436012
2003;34;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Sim;90,48191336
2007;33;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Nao;113,5670896
2005;45;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;87,98103279
2009;50;Masculino;Solteiro;Branca;Grau avancado;Servicos;Menos de Bom;Sim;157,7005277
2006;50;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;109,8339856
2005;39;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Nao;84,4595765
2009;26;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;160,6436382
2007;49;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;47,90556704
2003;20;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;59,9706408
2003;31;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;81,28325328
2007;49;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;87,98103279
2007;56;Masculino;Solteiro;Negra;12 ano;Industrial;Menos de Bom;Sim;87,98103279
2005;61;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;143,8085568
2005;56;Masculino;Separado;Branca;12 ano;Servicos;Menos de Bom;Sim;110,7826503
2009;51;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Nao;118,8843593
2004;42;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;120,5894365
2004;45;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;272,2947832
2006;30;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;105,3758927
2005;48;Masculino;Solteiro;Branca;Licenciatura;Servicos;Menos de Bom;Nao;69,1087662
2009;33;Masculino;Casado;Branca;Grau avancado;Industrial;Menos de Bom;Sim;87,98103279
2007;50;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;89,24288466
2003;31;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;171,7651326
2003;48;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Sim;133,2323508
2005;35;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;200,5432623
2009;47;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;92,89584479
2007;45;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Sim;148,4131591
2009;52;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;119,7425563
2007;46;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;82,6796373
2007;47;Masculino;Casado;Asiatica;Licenciatura;Servicos;Muito Bom;Nao;105,9278108
2009;49;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;267,9010869
2007;36;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;104,9215065
2005;51;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Nao;127,1157438
2008;46;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;157,7005277
2004;37;Masculino;Casado;Asiatica;Licenciatura;Servicos;Muito Bom;Nao;148,4131591
2005;23;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;65,11085372
2008;43;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;104,9215065
2006;34;Masculino;Casado;Asiatica;Licenciatura;Servicos;Muito Bom;Sim;78,3924668
2008;58;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;139,2137881
2009;44;Masculino;Solteiro;Asiatica;Licenciatura;Servicos;Muito Bom;Sim;112,6488963
2008;61;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Nao;79,85490031
2005;40;Masculino;Divorciado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;65,11085372
2003;37;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;111,7208494
2003;33;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Nao;104,9215065
2004;38;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;176,9896505
2006;41;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;99,6894637
2005;30;Masculino;Casado;Negra;12 ano;Industrial;Muito Bom;Sim;104,9215065
2003;51;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;70,81503862
2003;39;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;94,7271475
2006;56;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;127,1157438
2007;44;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Nao;97,49329405
2005;51;Masculino;Divorciado;Branca;Grau avancado;Servicos;Muito Bom;Sim;109,8339856
2006;35;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;75,19962815
2009;27;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Nao;65,11085372
2003;47;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;146,4628385
2007;51;Masculino;Casado;Asiatica;Frequentou Ens. Sup. ;Servicos;Razoavel;Nao;81,28325328
2006;41;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;127,1157438
2005;63;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;73,77574327
2009;61;Masculino;Solteiro;Branca;12 ano;Servicos;Menos de Bom;Nao;65,11085372
2004;46;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;99,6894637
2009;33;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;79,85490031
2009;35;Masculino;Separado;Branca;Ate 12 ano;Servicos;Menos de Bom;Nao;73,77574327
2003;28;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;87,98103279
2007;50;Masculino;Casado;Asiatica;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;118,8843593
2007;41;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;284,5247409
2008;23;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Nao;118,8843593
2004;45;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;106,9218141
2007;63;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;100,134869
2006;59;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;108,8745258
2005;30;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;114,4757133
2003;30;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;115,3750386
2007;45;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;130,9821774
2005;42;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;79,85490031
2009;57;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;106,9218141
2003;52;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;22,96240068
2003;54;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;115,1824551
2005;30;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;103,9024706
2003;47;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;184,4694642
2003;38;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;314,3293364
2003;47;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;99,6894637
2008;39;Masculino;Solteiro;Branca;Licenciatura;Industrial;Menos de Bom;Sim;128,6804882
2005;50;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;87,98103279
2003;47;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;54,59815003
2004;45;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;99,6894637
2007;44;Masculino;Casado;Branca;Ate 12 ano;Servicos;Muito Bom;Sim;118,8843593
2003;52;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;92,16112203
2004;42;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Nao;127,1157438
2004;18;Masculino;Solteiro;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;41,7049905
2006;56;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;109,8339856
2004;50;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Nao;82,6796373
2006;50;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;277,7994802
2006;53;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Nao;99,6894637
2009;38;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;176,9896505
2004;27;Masculino;Solteiro;Branca;Ate 12 ano;Servicos;Muito Bom;Nao;84,4595765
2004;56;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;163,515864
2003;50;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;81,28325328
2003;56;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;130,9821774
2007;50;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;127,1157438
2005;49;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Nao;72,15045568
2005;42;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;104,9215065
2009;50;Masculino;Casado;Branca;Grau avancado;Industrial;Menos de Bom;Sim;186,8766776
2003;53;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;176,9896505
2007;28;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;139,7030715
2003;45;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;73,77574327
2009;24;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Nao;66,22940829
2003;25;Masculino;Solteiro;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;81,28325328
2004;38;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;104,9215065
2009;47;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Sim;109,8339856
2003;38;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;154,685293
2007;33;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;106,9218141
2006;39;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;277,7994802
2005;52;Masculino;Divorciado;Branca;12 ano;Industrial;Menos de Bom;Sim;87,98103279
2005;46;Masculino;Divorciado;Branca;12 ano;Industrial;Muito Bom;Sim;90,48191336
2004;42;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;106,9218141
2003;61;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;56,90553914
2005;32;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;81,28325328
2009;42;Masculino;Divorciado;Negra;12 ano;Servicos;Muito Bom;Sim;107,9039239
2006;61;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;196,1252726
